W00-1401 "REF103122"
W13-1018 "L12-1255|I08-2099|L10-1386|REF008885|Y05-1003|REF101289|J01-3003|J05-1004|L08-1461|REF009229|J06-2001|W11-0403|W03-1707"
W13-1019 "REF144106|REF097836|REF144107|REF144108|REF144109|REF144110|REF144111|REF048285|REF144112|REF144113|REF079951|REF144114|REF144115|REF035850|REF144116|REF144117|REF144118|REF144119|REF144120|REF144121|REF144122|REF018287|REF061180"
W13-1020 "REF106692"
W13-1601 ""
W13-1602 "P11-1040|W11-3702|REF003513|D11-1052|REF000865|REF014612|REF047977|REF084184|REF000833|REF105037|REF133270|REF001662|REF094546|REF133271|REF035041|REF060269|S12-1033|N13-1039|REF021702|E12-1049|REF055788|L12-1059|REF001923|REF032259|REF035047|P07-2034|REF020654"
W13-1603 "H05-1073|REF003512|REF066587|REF008825|REF003244|REF000870|REF001916|W10-0208|REF003711|REF114210|REF107230|W10-0204|REF003246|S12-1033|REF061868|REF015612|REF035099|D08-1027|REF001902|L04-1208|REF006834|J09-3003"
W13-1604 "R09-1010|REF011953|REF030243|REF030244|L10-1002|L12-1645|REF030245|REF030246|REF030247"
W13-1605 "REF102213|REF102214|REF102214|REF102215|REF102216|REF102217|P09-2041|REF102218|REF098104|REF035038|REF102219|REF102219|REF102220|REF102221|REF102221|REF102222|REF088426|REF013366|REF102223|REF000061|REF102224|REF102225|REF102226|REF102227|REF102228|REF102229|REF102230|REF102231|REF007795|REF102232"
W13-1606 "REF008680|REF103310|REF037453|REF000250|REF021459|REF037455|REF103311|REF037458|REF103312|REF021127|REF103313|REF028381|P09-2078|REF037462|REF040615|P11-1032|REF103314|REF103315|REF103316|REF103317|REF076845"
W13-1607 "REF047591|REF047592|REF047593|REF047594|REF037179|REF047595|REF047596|REF047597|REF006571|U11-1020|REF006918|REF037183|REF047598|REF047599|REF047600|REF047601"
W13-1608 "REF008873|P11-2103|W11-0413|W12-3705|D08-1014|C10-1004|C10-2005|W02-0109|REF039702|REF013867|D11-1128|P12-1016|REF043379|REF043380|REF023985|P07-1123|L10-1263|REF008837|J09-3003|REF043381|REF043382|N12-1006|REF043383"
W13-1609 "W11-0705|REF014167|REF137838|REF137839|REF041565|REF137840|P11-2008|REF001915|REF000388|REF103515|REF001916|REF060269|REF103687|REF000106|REF137841|REF008830|W12-3703|REF020546|P10-1141|W02-1011|REF014071|R11-1113|REF103516|J11-2001|REF001922|REF119296|REF103518|REF137842"
W13-1610 "REF020863|REF001916|REF066494|C10-1074|D12-1123|H05-1043|REF000859"
W13-1611 "C10-2005|REF000931|D11-1052|REF000932|P11-1016|P11-4022|REF000933|REF000934|L10-1263|REF000935|J11-2001|REF000936|REF000859"
W13-1612 "E09-1005|REF000852|D08-1014|R09-1010|REF000487|REF002933|REF096471|REF004582|REF049832|REF079866|REF134220|REF001916|REF077371|REF134221|H92-1116|W12-3703|REF000450|REF000114|W02-1011|REF063428|R11-1108|REF025334|REF134222|P02-1053"
W13-1613 "E09-1005|L06-1108|L10-1531|REF125153|REF125154|REF125155|REF086352|REF125156|REF125157|L06-1225|C00-1044|REF001916|W06-0301|REF018672|REF000215|REF125158|H05-1043|REF125159|L04-1208|REF125160|REF125161|REF000859"
W13-1614 "W11-0705|REF023097|L10-1531|REF003842|P00-1064|C10-2028|L06-1225|P07-1054|REF000211|REF023098|P11-2102|P11-1016|REF023099|P12-3005|REF000856|L10-1263|REF023100|REF000114|REF002477|L08-1158|REF002036|W11-2207|W08-1207|C08-1104|J11-2001|REF023101|P06-1134|H05-1044|REF023102"
W13-1615 ""
W13-1616 ""
W13-1901 "REF060935|REF060936|REF060937|REF060938|REF060939|REF060940|REF060941|REF060942|REF001685|REF060943|REF060944|REF060945"
W13-1902 "REF010402|REF010403|REF010404|REF010405|REF010406|REF010407|REF010408|REF010409|REF010410|REF010411|REF010412|REF010413|REF010414|REF001685|REF010415|REF010416|REF010417|REF010418|L12-1605|REF010419|REF010420|W13-1206|REF010421"
W13-1903 "S13-2001|REF041164|S07-1025|REF041165|REF004834|REF007078|E12-1019|REF003709|REF041166|REF003765|Y09-1038|REF006715|C04-1008|REF041167|J08-2006|W11-0419|REF000262|REF009158|W12-2404|REF003051|REF038431|L10-1595|REF017431|L08-1117|REF041168|REF041169|P11-2061|S07-1014|S10-1010|REF041170"
W13-1904 "REF033180|REF060612|REF018658|REF001883|REF060613|REF060614|REF004819|REF001257|REF060615|REF001888|REF060616|REF004547|REF060617|REF060618|REF044135|REF060619|REF060620|REF018663|W07-1013|REF060621|REF003051|REF060622|REF060623|REF012760|REF060624"
W13-1905 "REF008797|REF012017|REF098789|REF070836|REF016807|REF034096|REF077221|REF098790|REF027449|REF000099|REF098791|C96-1009|REF013204|D11-1129|REF001806|C92-2082|REF098792|REF034098|REF098793|P90-1034|REF015879|REF098794|REF060620|REF000781|REF098795|REF098796|E09-1074|REF098797|REF000116"
W13-1906 "W06-2922|REF023097|REF029916|W06-2920|W05-1102|REF029918|W11-0314|W01-0521|REF004171|I08-2097|I05-1006|REF084706|P08-2026|P06-1043|N10-1004|W06-2932|D07-1013|J93-2004|D07-1096|P11-1157|P07-1078|W09-1120|W10-2606|D07-1111|I05-2038"
W13-1907 "REF147328|REF147329|REF124769|REF147330|L06-1260|REF119955|REF124770|REF002444|REF004819|J12-4003|D09-1120|REF049940|REF089241|REF077117|REF001147|REF001112|REF003115|REF043958|REF004110|REF008022|REF147331|REF042066|REF147332|REF004336|REF006639|REF147333|REF025801|D11-1001|REF147334"
W13-1908 "REF076433|W10-1904|W11-1828|REF076434|W13-2004|REF001111|W09-1401|REF076435|W11-1801|W11-1802|REF042065|REF004376|REF043360|REF016813|REF031391|W11-1801|E12-2021|W11-0204|REF076436|REF076437"
W13-1909 "REF012754|REF042038|REF042039|W05-1306|REF020081|REF004819|REF004320|REF001257|REF020082|REF031666|REF020083|REF020084|REF042040|REF004770|REF020088|REF042041|REF042042|REF016796|REF000304|REF020090|REF020092|REF020093|W98-1216|J82-2005|REF020094|L10-1310|REF042043"
W13-1910 "W12-2410|REF003111|REF003112|REF003113|REF003114|REF003115|REF003116|REF001113|REF003117|W11-0214|REF003118|REF003119|REF003120|REF003121"
W13-1911 "REF137502|A00-2018|P11-1073|N09-1006|REF137503|REF019913|REF039069|E12-1024|REF010109|REF137504|REF007302|REF137505|REF007303|W11-0610|W07-1001|REF007969|REF137506|P05-1025|P12-2019|REF086168|W11-0604|D12-1055"
W13-1912 "REF031404|L00-1248|W11-2905|REF010778|REF027449|REF121207|REF087090|REF034104|L08-1337|L06-1121|W09-3811"
W13-1913 "REF002802|REF012754|REF013914|REF013915|REF013916|I08-1050|REF013917|REF013918|REF013919|REF013920|REF001138|REF000125|W06-3309|REF013921|REF013922|REF000521|REF013923|REF002811|REF013924|REF002796|REF013925|REF013926|REF006834|W11-0220|REF013927"
W13-1914 "REF000010|REF039068|REF000250|REF019913|REF039069|REF039070|P12-2019|N12-1001|REF007312|REF039071"
W13-1915 ""
W13-2001 "REF076433|REF016316|REF012098|P05-1022|REF012098|REF001112|REF018006|REF139998|REF001730|REF032101|J08-1002|REF011706|REF000803|REF003117|W11-0214|W12-4304|REF001148|W11-0215|REF003810|REF142429|REF002493|REF123734"
W13-2002 "REF071200|W11-1828|REF071201|REF071202|REF018633|W09-1401|W11-1801|REF018006|P11-1163|REF027113|W11-1803|W11-0204|REF042043|REF071203|REF071204|REF071205|REF071204|REF071206|REF071207"
W13-2003 "REF005310|REF047273|S13-2108|W13-2023|W13-2024|REF104762|REF057970|W13-2004|REF123781|REF123782|W09-1401|W11-1801|REF123783|REF032101|REF000174|W13-2012|W10-1905|REF123784|W13-2009|REF000805|REF001148|W13-2008|W11-1808|W13-2013|REF004008"
W13-2004 "W13-2003|W11-1828|REF003709|REF001336|REF129844|REF003115|REF043360|REF042066|REF006639|W11-0204|REF076436|REF076437|W11-1805|REF129845|REF108169"
W13-2005 "REF039953|W11-1828|REF120925|REF047273|P13-1104|P11-2121|REF078750|REF025251|W09-1401|REF003115|W11-1826|REF006638|REF047276|W13-2010|REF128170|P08-2026|N06-1020|W00-0901|REF103689|W11-0204|REF128171|REF042043"
W13-2006 "W09-1402|W09-1407|L06-1260|REF108303|W11-1801|REF020328|P11-1163|REF000175|REF009937|D11-1001|W11-1807|W09-1406|W11-1808|REF108304"
W13-2007 "REF016316|W13-2003|REF072005|REF008041|REF004770|REF139998|REF139999|REF034871|REF095344|P07-1079|E12-2021|REF140000"
W13-2008 "REF006629|REF006630|W11-1828|W13-2003|REF006631|P05-1022|L06-1260|REF001108|REF006632|REF006633|REF006634|REF006635|REF006636|REF006637|REF003115|REF004333|W11-1826|REF006638|W13-2010|W11-1806|REF000174|W13-2012|REF006639|J08-1002|W12-4304|REF006640|REF001148|REF006641|W13-2011|REF006642"
W13-2009 "REF006629|REF006015|W11-1828|REF005310|REF011693|REF011694|P05-1022|REF011695|W08-0608|REF011696|L06-1260|REF011697|REF011698|REF011699|REF003114|REF006635|REF011700|REF011701|REF001621|REF006636|REF003115|REF011702|REF011703|REF011704|REF011705|REF006019|REF000174|REF011706|REF011707|REF006639"
W13-2010 "REF000788|REF039953|REF006629|REF047273|H05-1091|REF000791|REF047274|REF047275|REF003052|REF000211|REF001806|W09-1401|REF000173|REF003756|REF006638|REF047276|REF047277|REF001685|P08-2026|REF008033|REF001148|REF033188|REF000451|REF002493|REF002494|REF000807|REF047278"
W13-2011 "C96-1021|REF001147|W09-1401|W11-1801|J94-4002|REF001148|W13-2008|REF001149|REF001150|REF001151"
W13-2012 "REF127805|W12-2410|REF001662|REF076435|REF003115|REF006639|REF127806|REF127807|J08-1002|REF002490|REF035384|W11-0214|W13-2009|W11-0215|REF001148|W13-2008|D07-1111|REF003121|REF010070"
W13-2013 "REF004691|REF047273|D10-1096|P05-1022|REF047275|L06-1260|W11-1824|REF112270|REF004171|W09-1401|REF134949|REF001730|REF006638|W11-1806|REF000174|W11-1818|C10-1088|J08-1002|W11-1814|REF015164|W11-1816|W12-3806|REF134950|REF128171|REF076436|W11-1805|REF005042"
W13-2014 "W11-1828|W11-1820|REF104762|REF004315|W09-1407|W09-1404|W11-1827|W09-1401|W11-1802|REF000175|REF006639|REF104763"
W13-2015 ""
W13-2016 "REF066329|REF066330|REF066331|REF066332|REF004301|REF066333|REF042065|REF008396|REF042217|REF033188|REF066334|REF000115|REF066335|REF056131|W11-1823"
W13-2017 "W11-1819|W11-1827|REF042515|REF042516|REF018006|REF000175|W11-1820|W11-1822|W11-1807|W11-1808|REF042517"
W13-2018 "W11-1828|W09-1402|W11-1820|REF000487|W09-1401|W11-1802|W11-1807|W11-1808"
W13-2019 "P11-1163|W09-1402|REF108010|REF001662|REF080732|REF000175|REF001154|J95-2002|W13-2008|REF108011|REF047276"
W13-2020 "REF114843|REF005685|W13-2023|REF003709|REF012098|REF001730|REF124841|REF129723|REF006909|REF012811|W13-2026"
W13-2021 "REF002362|REF106977|REF018924|REF099120|REF003045|A97-2017|REF112269|REF001087|REF009422|REF112270|REF112271|REF009425|REF006638|REF003065|REF015164"
W13-2022 "J96-1002|REF047273|REF116633|J92-4003|REF116634|REF038928|W11-1801|REF101349|REF003419|REF116635|REF111880|REF032101|W11-1814|REF087052|REF001747"
W13-2023 "W13-2003|REF000938|REF072516|REF067055|REF072517|REF007260|W13-2004|REF072518|REF072519|REF032101|REF024264|REF072520|REF000803|W13-2020|W13-2026"
W13-2024 "REF067054|REF067055|REF057410|REF067056|REF067057|REF057408|W13-2022|W13-2025|REF067058|REF067059|REF067060|REF032101|REF067061|REF067062|REF067063|REF067064|REF067065|W12-3621|REF067066|REF067067|REF067068|REF067069|REF067070|REF067071"
W13-2025 "REF047273|W11-1809|W13-2024|W09-1401|REF033187|W11-1814|REF087052|H05-1059|REF000180|REF067071"
W13-2026 "REF091508|REF091509|REF091510|P08-1004|P12-1041|W13-2003|W13-2023|REF091511|H05-1091|W13-2027|REF027009|W11-4005|E06-1051|W13-2004|REF026742|REF002539|REF000125|I11-1044|REF032101|H92-1116|REF091512|REF091513|REF000803|REF091514|REF091515|REF091516|W13-2020|W95-0107|REF006059|REF091517"
W13-2101 "W08-2227|W11-2819|L12-1299|W12-1525|C10-1012|W08-2222|REF034491|REF025931|W02-2119|REF000211|C08-1038|REF116514|REF016798|REF139706|REF016799|REF001800|REF001801|REF007471|REF139707|C88-2128|REF007585|W12-1506|REF016514"
W13-2102 "W12-1526|W05-1601|REF010273|REF029643|REF061927|W12-1527|REF061928|C90-1021|W07-2322|W06-1405|P98-1116|REF016454|L12-1306|REF026624|REF046457|C92-1038|REF001801|A92-1009|REF061929|REF027465|W07-2316|REF061930|REF061931"
W13-2103 "REF026623|REF021086|REF016875|L04-1136|W07-2322|REF021087|REF000848|REF006184|REF026624|REF026625|REF018511|REF021088|REF008024"
W13-2104 "REF058647|REF001663|REF008554|REF053459|W98-1411|P06-1140|REF096028|W08-0111|REF092168|REF148140|REF011601|REF049809|REF011504|J03-4002|REF012218|D09-1043|J10-2001|REF090547|REF127631"
W13-2105 "REF126320|W11-2832|REF000368|P06-1130|REF006511|I05-1015|L04-1481|J03-4003|REF035251|REF055005|REF111603|L04-1292|W11-2912|REF031414|W08-1105|REF126321|REF033585|W09-1201|W09-0624|REF090843|REF004171|REF126322|REF126323|REF126324|W02-2103|REF126325|W12-3624|A94-1002|REF079813|C12-1123"
W13-2106 "P04-1051|REF006824|REF066961|H05-1042|N06-1046|REF010273|P11-1049|REF029643|REF034859|REF000012|REF004299|P84-1107|W10-4202|W07-2322|REF066962|REF066963|REF066964|P12-1039|N12-1093|P12-1038|P09-1011|REF066965|W05-0618|REF003572|REF066966|REF066967|REF001801|REF066968|C10-2128"
W13-2107 "REF006256|REF004104|REF128858|REF044608|REF021848|REF128859|REF128860|REF128861|REF000542|C88-1029|REF128862|P10-1159|W11-2815|REF128863|J95-3003|REF128864|REF128865|REF003081|L00-1147|REF082802|REF011499|P07-1043|REF082803|REF044812|J12-1006|REF128866|REF128867|REF128868"
W13-2108 "REF044409|REF025425|REF004490|W09-0631|REF022851|E91-1028|REF000542|P89-1009|W08-1133|W08-1133|REF003911|W08-1108|W08-1131|W09-0629|REF003023|P06-1131|L10-1170|W12-1503|REF003082|J12-1006|W03-2307|J03-1003|P11-2041|REF041072|REF036156|REF036158|P11-2116|REF003027|REF029950|REF036159"
W13-2109 "REF004486|REF004487|REF001467|REF004488|REF004489|REF004490|P02-1012|REF000542|REF004491|P89-1009|REF004492|REF004493|W08-2120|REF004494|REF004495|REF004496|REF003082|J12-1006|J03-1003|W05-1608|REF004497|REF004498|W99-0108|REF004499|REF004500|REF004501|REF001476|REF004502|W03-2307|REF004503"
W13-2110 "REF021281|REF015367|J96-1004|REF021282|REF021283|REF021284|W13-2125|REF021285|REF021286"
W13-2111 "W12-1526|REF021086|REF021087|REF021088"
W13-2112 "REF061928|W12-1527|W03-1016|REF139456|W13-2134"
W13-2113 "REF033549|W10-4205|W12-1502|W05-1610|W08-1119|W12-1520"
W13-2114 "REF027296|REF034260|REF034261|W05-0620|E09-1018|REF003763|P05-1045|REF034262|REF034263|REF034264|P03-1054|L06-1311|REF034265|REF021172|J05-1004|REF034266|REF034267|REF034268|REF027294|REF034269|REF021178|REF034270"
W13-2115 "REF006823|D10-1049|H05-1042|N04-1015|W10-4217|W10-1301|REF022252|REF006825|W11-2814|REF060768|REF074616|REF074617|REF006828|W11-2017|REF074618|REF006829|REF074619|REF006831|REF074620|REF001801|P10-1103|REF006833|REF006832|REF005386"
W13-2116 ""
W13-2117 "P12-3014|J05-3002|P11-1062|REF000011|REF006742|W04-3205|REF003324|W10-1751|REF000211|C10-1037|C10-1039|REF006743|REF006744|REF003570|REF006745|REF006746|REF006747|REF000495|REF000472|P09-2066|REF006748|P11-5003|REF006749|P11-1134|P12-2024|N13-1018|W04-3252|W10-4211|W12-2602"
W13-2118 "E93-1002|REF004104|REF027758|J95-2003|REF003214|W07-1522|REF027759|REF027760|J98-3005|REF001801|W94-0319|REF008553"
W13-2119 "L02-1034|REF094646|REF094647|REF094648|REF006211|REF011007|E03-2008|REF094649|REF003914|REF001563|REF001801|REF018511|REF016382|REF020571"
W13-2120 "REF007898|REF015647|REF137662|REF000061|REF137663|REF012157|REF137664"
W13-2121 "REF027302|REF027303|REF009610|REF027304|REF027305|REF006816|REF006150|REF006151|W10-0304|REF027306|REF027307"
W13-2122 "REF013570|REF051012|REF051013|REF051014|REF051015|REF051016|REF051017|REF051018|REF051019"
W13-2123 "REF128302|REF135159|REF135160|REF135161|REF135162|W09-0613|REF135163|REF135164|REF135165|REF135166|REF135167|REF135168|REF135169|REF003978|P10-1157|REF135170|A97-1041|REF001294|REF012678|REF135171|REF001212|W00-0306|REF135172|REF001445|REF041743|REF001801|REF135173|REF135174"
W13-2124 "D10-1049|H05-1042|W11-2819|REF016796|E06-1040|N07-1021|W11-2107|REF127031|REF002204|REF016798|P13-1138|P12-1039|P98-1116|REF003803|D11-1149|REF001294|P02-1040|REF001563|REF001801|REF003916|REF024360|REF081684|REF081685"
W13-2125 "REF144541|W09-0613|REF144542|REF144543|REF144544|REF144545"
W13-2126 "N06-1003|REF002107|L12-1577|REF007881|REF019124|W03-1601|W07-0734|REF001703|D12-1066|P02-1040|I05-5010|W06-1603|C12-2120|REF053163|C10-1149"
W13-2127 "REF049620|REF049621|REF011007|REF049622|REF049623|REF049624|REF001563|REF001801|REF049625|REF049626"
W13-2128 "REF011005|REF011006|REF011007|REF001563"
W13-2129 "REF128302|W13-2123|W09-0613|REF001294|REF002515"
W13-2130 "REF027034|P98-1116|REF007551"
W13-2131 "C08-1032"
W13-2132 "REF010430|REF002154"
W13-2133 "W12-1527|REF001052|W03-1016|REF139836|REF031531|REF139837|REF002621"
W13-2201 "REF124775|W13-2205|C12-1008|W13-2240|W11-2104|REF124776|P11-1022|W13-2241|REF005777|S13-1034|W13-2206|W13-2242|W13-2207|REF115968|W13-2208|W13-2209|W07-0718|REF124777|W13-2243|P05-1022|W12-3144|REF002107|P13-1004|W02-1001|L06-1260"
W13-2202 "REF094878|REF005781|W11-2107|REF000767|W13-2251|REF058973|W13-2252|REF094879|E06-1031|REF094880|P02-1040|REF001703|REF094881"
W13-2203 "P13-1023|W11-2101|W12-4204|W07-0718|REF028786|N12-1017|P08-4006|W07-0738|REF010502|C12-1083|W12-3123|REF002705|REF028787|W12-3129|L10-1521|REF028788|REF028789|W12-4206|W12-3101|REF028790|J05-1004|P02-1040|REF001610|W09-0441|REF005682|Y12-1062|REF014312"
W13-2204 "W08-0310|REF000204|J04-2004|P96-1041|P05-1066|REF012530|REF012532|W08-0310|REF143628|REF056611|REF004644|D07-1091|REF039665|N12-1005|W12-2701|J12-4004|J06-4004|REF005622|D12-1077|P03-1021|L12-1224|P02-1040|C08-1098|REF002036|P06-2093|REF034424|N04-4026"
W13-2205 "W12-4410|J92-4003|P96-1041|D11-1127|P11-2031|W11-2107|W12-3131|REF007846|W11-2139|N13-1073|REF070768|W12-3160|P06-1121|W11-1011|N13-1029|W11-1015|P13-2121|W11-2123|P09-1019|C08-1064|REF052152|D10-1004|P02-1040|L08-1539|REF001703|W13-2234|W06-3119"
W13-2206 "W11-2131|W11-2137|REF129591|REF003052|W12-3136|W12-3139|P07-2045|REF129592|W11-2164|W12-3140|REF018581|P02-1040|P09-2087|P08-2036"
W13-2207 "REF053758|REF014337|REF023005|REF049374|REF003017|REF001674|J03-1002|REF006139|L10-1558|REF000300|W08-0325|W12-3151"
W13-2208 "W11-2138|W12-3130|L12-1375|REF047538|P11-2031|W08-0509|REF016869|P13-2121|REF055915|REF002035|W11-2152|REF055916|W12-3146|REF055917|REF053757|L12-1008|REF000300|P11-1024"
W13-2209 "REF001329|L04-1141|W04-3238|REF001095|REF005687|REF058183|W08-0509|REF004644|J98-4003|P07-2045|N04-1022|C04-1072|L12-1224|P02-1040|REF005547|N03-1033"
W13-2210 "REF060104|E03-1076|D09-1022|REF060105|REF033743|W08-0303|REF060106|W13-2264|REF060107|REF031977|E99-1010|P02-1040|W08-1006|REF010561|C08-1098|REF000300|REF031978|REF028280"
W13-2211 "W08-0310|J93-2003|REF088641|W08-0509|W11-2123|REF004644|E03-1076|P07-2045|N04-1022|REF088642|J03-1002|P03-1021|P02-1040|REF088643|REF002036|REF000300"
W13-2212 "D11-1033|D07-1090|P96-1041|N12-1047|N09-1025|P05-1066|REF051584|REF071964|P13-2071|P11-1105|D10-1044|N13-1035|W12-3154|W11-2123|P13-2121|D07-1103|REF004644|REF089205|REF055915|D07-1091|E03-1076|REF089206|P10-2041|P02-1040|E12-1055"
W13-2213 "D11-1033|REF001978|P11-1105|REF071964|P13-2071|W13-2212|J13-1005|W09-0420|W10-1734|W11-2123|REF004644|REF055915|E03-1076|REF002399|J04-4002|P11-1044|P12-1049|REF098453|L04-1275|REF071965|REF000300"
W13-2214 "P96-1041|N12-1047|D08-1024|N09-1025|REF008719|REF005038|REF016524|REF002143|P10-4002|N09-1046|P13-4034|REF032953|N13-1025|P13-1031|W11-2123|REF032954|REF032955|REF032956|REF032957|REF032958|P07-1019|N03-1017|D07-1104|J03-1002|REF000973|P02-1040|P12-1002|REF001703|REF000300"
W13-2215 "REF015630|REF015631|W11-2107|REF000767|W12-3133|REF015632|REF005677|W06-1607|REF005678|REF015633|REF015634|D11-1125|REF005679|P07-2045|P07-2045|REF002035|P03-1021|L10-1002|P02-1040|REF010946|D08-1090|P10-1063|REF005683"
W13-2216 "REF092750|W11-2101|L12-1375|W13-2208|W09-0405|W09-0419|REF114220|D09-1125|W04-3250|REF114221|REF008774|REF018581|REF000973|REF031550|P02-1040|W12-4205|REF020874|REF001703|L12-1008|REF000300|REF036147"
W13-2217 "REF006976|W11-2131|W09-3821|REF024786|REF024787|REF024788|N10-2003|REF017977|REF002143|P10-4002|N09-1046|REF024789|N10-1129|J13-1009|P13-1031|P13-2121|W11-2123|D11-1125|P07-2045|N06-1014|C04-1072|P03-1020|REF001669|C12-1121"
W13-2218 "W12-3130|W08-0509|D07-1091|P07-2045|REF001669|REF087563|REF003510|L08-1539|REF000300"
W13-2219 "D11-1033|REF005687|W11-2123|P07-2045|REF005404|REF033915|REF020132|REF033916|P03-1021|REF006141|REF033917"
W13-2220 "D09-1105|N07-1049|N09-1028|C10-1043|C08-2005|D08-1078|P07-2045|W10-1736|D08-1089|D11-1045|W06-2922|C04-1010|P00-1056|REF000487|REF001662|REF000298|L06-1196|W02-1001|P05-1012|REF001743"
W13-2221 "REF124948|REF124949|P96-1041|P05-1066|D07-1079|P06-1121|N04-1035|W08-0509|D10-1063|E03-1076|REF003017|W06-1606|P03-1021|P06-1055|C04-1024|A97-1014|REF000300|J10-2004|W11-2126|W12-3150"
W13-2222 "REF000010|P11-1087|REF000487|P05-1033|L06-1260|REF006804|N03-1017|REF001674|W04-3250|REF000298|W10-1763|REF006805|REF000521|J03-1002|REF000973|W10-4006|REF006806|W12-5706|W12-5705|W12-5707|REF006807|REF006808|P07-1040|W12-2702|REF006809|REF006810|REF005683|REF000300|REF006811|P06-1124"
W13-2223 "W08-0310|W11-2135|J04-2004|REF012530|REF012532|W07-0732|REF056611|W08-0310|W12-3140|D08-1089|REF060104|E03-1076|W07-0734|REF039665|N12-1005|REF019847|REF051740|J06-4004|D09-1022|REF060105|REF033743|W08-0303|REF071906|REF031977|J03-1002|REF000973|REF006139|W08-1006"
W13-2224 "P96-1041|D11-1127|D08-1089|N12-1035|REF001973|REF051738|W12-3137|REF051739|W13-0804|P03-1054|REF004644|E03-1076|W07-0734|REF019847|REF051740|D09-1022|J03-1002|REF051741|REF000973|P02-1040|REF020133|REF051742|REF001703|REF047046|REF000300|W10-1738|REF051743"
W13-2225 "REF002291|REF052463|REF111152|D07-1090|J93-2003|REF000261|P11-2080|D11-1127|REF006037|N09-2019|J10-3008|H05-1022|REF111153|P13-2121|N09-1049|REF004644|REF001974|N04-1022|I11-1072|P02-1040|REF040065|REF003510|REF000300|D08-1065"
W13-2226 "D11-1033|REF000261|N12-1047|D08-1024|P05-1033|D11-1127|P09-2036|P06-1121|W12-3134|N13-1092|REF000297|P13-2121|W11-2123|D10-1063|D11-1125|REF000298|W09-0424|W10-1718|P06-1096|N06-1014|P10-2041|W12-3018|P00-1056|P03-1021|REF000299|P11-1027|P06-1055|REF000300|P06-1091|REF000301"
W13-2227 "D11-1033|P96-1041|P10-4002|REF005687|W08-0509|D08-1011|P07-2045|N04-1022|REF006110|P10-2041|N07-1029|REF000300|W13-2803|D11-1020"
W13-2228 "J93-2003|P11-1105|W13-2213|D11-1125|W12-3139|N03-1017|P07-2045|C04-1072|C12-1121|J03-1002|P03-1021|P11-1044|P12-1049|C08-1098|REF071965|L08-1539|C96-2141|W13-2230"
W13-2229 "D12-1108|P13-4033|W11-2123|D07-1103|N03-1017|REF001974|P07-2045|W08-0318|P12-3005|J03-1002|P03-1021|P02-1040|E12-1055|REF002938|REF000300|W13-3308|REF008426"
W13-2230 "L00-1175|W10-1749|P12-1050|REF000387|P05-1022|N12-1047|P05-1066|P11-1105|N13-1001|W13-2213|REF098451|J13-1005|W09-0420|W10-1734|REF098452|D11-1017|P10-1052|C12-1121|P11-1044|P12-1049|REF098453|C08-1098|L04-1275|REF002036|I08-2089|REF073514|P08-1059|REF098454"
W13-2231 "REF074306|REF022139|REF022175|REF124820|REF000487|REF068674|P13-2135|REF113528|P10-1064|REF000298|W12-3123|REF100251|W04-1013|P11-1124|P12-2024|W12-3122|P02-1040|REF010946|REF021058|REF014142|W09-0441|P10-1063|W12-3118|REF019153|REF015888|REF015889|S13-2023"
W13-2232 "REF059214|REF059215|REF043324|REF000811|REF000010|REF000813|D10-1005|REF050932|D10-1124|REF031146|REF059216|REF059217|D08-1038|REF022840|REF059218|REF053395|REF000507|REF000298|REF000521|D09-1092|REF059219|D10-1025|REF059220|REF059221|REF059222|REF021481|REF059223"
W13-2233 "E09-1003|REF094845|N12-1047|P05-1033|P11-2031|P11-2071|D12-1025|P98-1069|P08-1088|H05-1061|N13-1056|N06-1011|E12-1014|W02-0902|N03-1017|P07-2045|P12-1003|REF019113|D09-1092|REF037195|P06-1011|P12-1017|W12-3152|P95-1050|P99-1067|P11-1002|W02-2026|REF035085|N10-1063|P13-1135"
W13-2234 "REF024139|REF001329|REF024886|REF118640|REF032299|N12-1047|D11-1127|REF008719|P11-2031|P11-1004|REF106018|REF020241|P10-1147|D08-1033|P13-1110|REF032301|P05-1045|REF092363|P06-1121|I08-1059|N12-1023|REF007824|REF007598|D07-1091|REF003017|P07-2045|REF032307|W00-0708|REF034469|W07-0704"
W13-2235 "D10-1061|D11-1033|Y11-1013|REF116698|W12-3131|W12-3131|REF015131|W08-0509|N09-1047|D07-1103|W13-2809|REF116699|P10-2041|P03-1021|P09-3009|REF034415|REF038534|L06-1196|REF116700|I08-2088"
W13-2236 "REF013774|REF013437|REF002533|REF042353|REF042354|D11-1127|P11-2031|REF046676|P07-1033|REF042355|W10-1757|P10-4002|REF002144|N09-1068|W11-2123|E03-1076|P09-1019|D07-1104|D11-1139|N10-1069|C12-1121|REF032162|P02-1040|REF042358|REF022113|REF107458|P12-1002|REF074381|REF042360|P09-1054"
W13-2237 "REF015193|J93-2003|P05-1032|REF082495|REF070245|REF024886|P96-1041|REF123573|REF123574|REF123575|REF123576|P11-2031|W02-1001|REF001743|REF005687|REF037493|W08-0509|REF001673|D11-1125|P07-2045|D09-1079|W11-2122|N09-1069|P06-1096|C04-1072|C08-1064|REF015198"
